COMMENT_ID;AUTHOR;DATE;CONTENT;CLASS
LneaDw26bFvk4DAhUcCJKLzujguS_mf4eS_LdZjARzE;M.E.S;;"hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential";1
z12uxxzoxvexs1mdr23yvddbpl33gr4mf;Chris Bieber;21/05/2015 15:55;Love the way you lie II is nicer in my opinion. :D?;0
z12kylpz1wzwgt0pd04cjptp4wjxjdeotnk0k;Levi Cole;21/05/2015 15:03;Almost to a billion :)?;0
z12uefkbwv2md3dbz04cg3yoqp2ngfgibqg0k;Ashley Jsade;21/05/2015 14:36;"If you are a person that loves real music you should listen to &quot;Cruz Supat&quot;<br />He is awesome as fuck!!! Just as eminem used to be.?";0
LneaDw26bFvxJlVsbYMPkvV3LnT9JOJjEg5OsTN9pMo;Josh Dummett;;Also check out D.j.j where do i go now and road to recovery;1
z121z5mziy20ybch504cdziq1rvcev5apg4;Furashious;21/05/2015 12:41;Charlie got off the island and dated Megan Fox? b-but what about claire??;0
LneaDw26bFtl5IRz0aJhyk-Id8DQ1p28SKectuNzbmE;Davide Puzzanghera;;"Hi guys ! !  Check Out My Remixes ! !  Thanx You&#39;re Great ! ! SWAG ! !";1
LneaDw26bFuk1aaBCiVITRxuEwAmzBtVcQi3QZSFkYY;AvidorFilms;;Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!;1
z12qy53q0kfzxby4304cflvpxnr1gxjrlrg0k;nepart maxx;21/05/2015 11:46;Eminem best rapper all the time?;0
z12rdtlarmrzxhuba04cibjomsiqi3ij00g;Paul Buxton;21/05/2015 11:12;Omg! This guy sounds like an american professor green?;0
z123wdtwhmnngjhat04cgtu5oyibstyopnw0k;vZoqwa;21/05/2015 9:48;thumbs up if you think this should have 1 billion views?;0
z13eznubuwixt3aae04cgb150t2nup2ba3o;Vence Cerbo;21/05/2015 9:19;Lemme Top Comments Please!!?;0
z12kf5dyltrijhepb04ccltibzijd5wa1mc0k;liu hui (dukegod);21/05/2015 5:12;i love this song?;0
z13ihhrakmndxblzo04chpp53nn2xbja1fc;Emma Halbrook;21/05/2015 4:46;My favorite song ?????????;0
LneaDw26bFuYnpb0cG3d_koRWn2FHQ6OFrPiqjFHeEs;Beats ProdByATHS;;tryna work with some rappers check out the ones i already have on my channel;1
LneaDw26bFt75QYI94b9j7RqQCUgwrDwiHbnb1uwpxo;RaMpAgE420;;Check out Berzerk video on my channel ! :D;1
z13ehf4g5z2rivxhm04cfjdyhl2kwljzsjs;Andrés Nuñez;21/05/2015 2:11;super?;0
LneaDw26bFuisc-qZu0BerSXLLjgKlxUD59lcMA8W_E;Stricker Stric;;eminem new song check out my videos;1
z12jt1dbdpbvzzyi304cdxr4cwqkgrild;Susan Ambs;;Check out this video on YouTube:?;1
LneaDw26bFsNko3TEEPMTxWPlFophSSKkSqvjRsENU8;arrgh garry;;My friends wife earns 4000DOLLARS a month ,you can do it do if you want to be a wwhore ,you can not get these type of wages for working from home on a PC taking surveys ...dont believe that shit,just because yahoo and other are taking their money does not mean they are LEGIT ..Please like this so the MSG gets thru to vulnerable  people Like eminem used to be ;1
LneaDw26bFuUhekP0nDAiaqnW5sf4OD14dIjY-1o63c;RapStarz Coleman;;Subscribe To Mê Please Guys;1
LneaDw26bFvRgBzOd9MQ1jh0Cmt8vuPTQvOZboi-s24;Nicholas Reed;;this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift;1
LneaDw26bFsMrQMk1vC-RxTxjmpFlt5sKz8Vo1_wIas;M.E.S;;"hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential";1
z12gdzyrqwvtvxfek230jnvp1zf4hjl3w;Carolina Sanchez Cifuentes;21/05/2015 1:06;Love you?;0
LneaDw26bFtHv3jHn8C0y5MliNA2oqkPogUL4HmsZPQ;Lil M;;Lil m !!!!! Check hi out!!!!! Does live the way you lie and many more ! Check it out!!! And subscribe;1
LneaDw26bFt-gGO-C3czQDS4cqE7xJfKoKqWmMIlSWc;HOTFUZZOFFICIAL;;"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don&#39;t ask too much. If you can&#39;t help me just Like &amp; Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!";1
LneaDw26bFuFgDF5yE6Udiuv2lqie4iaimFPdN7rvYk;Nikola Vejionvic;;/watch?v=aImbWbfQbzg watch and subscrible;1
z12qg5voponpgxwot04ci3txdw24ejr431g;Jp Galeanoo;21/05/2015 1:05;I  love you Eminem?;0
z13pup2w2k3rz1lxl04cf1a5qzavgvv51vg0k;geraldine lopez;20/05/2015 23:44;love the you lie the good?;0
z121hftrpqicztwq404cjvvzknqoupxxsxw0k;Daniel Tabatabai;20/05/2015 22:58;still listening in 2015?;0
LneaDw26bFuADByLeh7RnEltROTIUCqeYYXmt51DT2g;M.E.S;;"hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential";1
z12jy5544qedxbgfq235ufyqbxqkzxbjl04;Brian Fletcher;20/05/2015 22:52;Eminem rocks!?;0
LneaDw26bFsw47hS3RAHCBj_uNPFQNZVbUVyx5Rh9zk;KOZZI RAP;;CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP;1
z13mxl3zavzfc55as04ccf4ifo2textrofs;Honesty Wright;20/05/2015 19:58;hay my is honesty wright i am 12year old  i love your song thank you for makeing this song i love this song so much sometime harts can get breaken  people kill  they self or go cazzy i  love you so much thanks ????keep on go  make  sure you doing your   dream is comeing rule  good luck?;0
z12midepsoiuxzmh304cjt0ihn3js1k4f1c;Marcellus Scates-nash;20/05/2015 19:58;awesome?;0
z12pwjsybq35ux1kd22cddmjpunribtzf04;Ikram Riani;20/05/2015 18:53;I lovet?;0
LneaDw26bFv9y-1cf9oawnpCocMFtK6HXTRuoffJR2k;Complete Pranks;; Subscribe and like my video please;1
LneaDw26bFs2GO5DvyLUXUhG7rNJ-Gb4pMhtnYgCRmY;ryan cooper;;subscribed :) btw you have a good style keep it up brother :));1
LneaDw26bFvwhMGEs3mKR9qcJjIwC7L04F9DEGkLQfY;Drake Gagne;;"I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life";1
z12lxrwx2vmxwv4m422dz30wmzbjfji4r04;Joao Victor Canassa;20/05/2015 17:41;Charlie from Lost!?;0
z12mwbgxhxvjez3xb04cg1wxrvnytzrq5kk0k;Mortal 2;20/05/2015 16:32;Eminem THE BEST !?;0
LneaDw26bFtxoMQMT4RjErJZWpjMtHBcA7QsnHKvXRI;jacobvine2000 .;;Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!;1
z13mchmibkr2irldm235xnn5umjruplia04;Vevo Ny;20/05/2015 15:34;???????;0
LneaDw26bFt3FLe7NEx2Gc7jToE3LwT1LrpIpyY48E8;KOZZI RAP;;hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU;1
z12ahr2ittmsjrtpd04ccrqiklvvu3uqiew;Giovanni Satta;20/05/2015 9:10;beautiful song!?;0
LneaDw26bFsYJ3OzV2q22gR6I5MvSlIF8ve1WpZHnqg;KOZZI RAP;;"CHECK OUT MY CHANNEL BOYS AND GIRLS ;)";1
LneaDw26bFtlox7jDN60_ys-XolAIlgwwc5y6aEKR68;M.E.S;;hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen   THUMBS UP SO MORE CAN SEE THIS;1
z12gzbzzzkvwtj5zr04cjf4q0yeztldz4ic;Hazeandrymojilip Hazeandrymojilip;20/05/2015 3:47;best rap ever?;0
z13gcjvh2naxyvshh04cjldgtpnyfrdylq40k;Aubone LeMieux ;20/05/2015 3:15;I lover this song;0
LneaDw26bFuDsbyypF_jwmq7b6BqQPB7BdLbhfqBU5c;M.E.S;;"hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time";1
z12njnpwmuyxzrslm22ly1awll2dufkvi;Isabel Flores;20/05/2015 0:49;Love your songs<br />Supper cool<br />?;0
z13osfmj5m2kj1cb504cjrdbyvzijtu4gtk0k;Harl Bever;19/05/2015 23:23;I like the music...but is anyone listening to the lyrics??;0
LneaDw26bFs2eQd05L_J9wVmiBlCClqLnM0JUQsB-3Q;YungDreams;;"Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.";1
z12acz2r2qiwxtpwy04cihii5rmwefpzeao;InfernoGaming;19/05/2015 23:19;:D?;0
LneaDw26bFtvkPwGL4MxnAUFaIznH1ZWx7z_qBOoe5Q;Trey Curling;;Check out my channel for some lyricism.....;1
z13tjzdqhsmvvh2kr22isbsg1nmydd51v;Earline Craver;19/05/2015 22:35;Me and my big sister like you?;0
z12hc5yiuwr2sxml3230sxo4tofwftg1b;TheFegi12;19/05/2015 22:30;Not bad?;0
z132ebdhkwbauzogm04cfzm5oqigzzlxznc0k;cristina virrueta;19/05/2015 21:51;"I love eminem  &lt;3?";0
z12aczswnozdwrfnj22usfnxymiaylupi04;nataly gonzález;19/05/2015 21:49;She looks like Megan Fox ?? xD!!?;0
LneaDw26bFs4Mo3Kr9O93YAlCksPNemAPve_W-ivuMc;RapStarz Coleman;;"Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s";1
z12xc1aydoauenbgx04cgfkazxrpur2i52o;Nicky G;19/05/2015 20:56;is that megan fox??;0
z125dnzbqpyqxlghe04cdxsgaxnovjvbxq00k;Uday Kanwar;19/05/2015 19:30;You can not hate eminem and nirvana...trust me?;0
z12gcfvpsr3au3vg104cdpw5rvbivre5aeg;Jorge Salazar;19/05/2015 18:13;Like eminen?;0
LneaDw26bFsZrH_q8nAlrNCOT1Zadc4j8zPu-ZPpwIE;Stacy;;check out my playlist;1
LneaDw26bFv1lZ_yx4_HlVx6xNa0xuiUmgoIsxkWJ3E;seven4justice;;"Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.";1
LneaDw26bFsnP4vz8waC3hOcYwvM83aoMLyetymm5Io;McCostaOficial;;subscribe to my channel who can;1
z13gxxlhyrmccf10422gdrogiwbjtfwjb04;Ahmed Medhat;19/05/2015 15:23;Simply rap god?;0
z13auv44szqpddlcz22qgthjakq4jvnbw04;clirim99;19/05/2015 12:13;is that megan fox x:D??;0
z13gut3rexalj5q5c04ciln54nynvjwyinw0k;Sonny Carter;19/05/2015 11:11;I love this song?;0
LneaDw26bFtn6YS8GRfHBxoaZZI5newNd0njNOSeF84;canku alkan;;check out my new EM cover video trailer;1
z12eilv44ynefj2ys04cj5vhynakxbnwrdk;BAT MAN;19/05/2015 10:33;Really good song .<br />you know love song song.?;0
z12vx3kz4lq3cnsiu04cejd5bne1gxnjbqo0k;Str8 Royalty;19/05/2015 9:46;Eminem is the greatest artist to ever touch the mic.?;0
z12lhvxwjyzperfrk04cg13yoyjefnv5hy40k;BEER BEER;19/05/2015 9:42;i love Rihanna ????????[?from Thailand?]?;0
z13zjp3povzzsp3xi04cgvtgwpfiy1faigo;dimitar traykov;19/05/2015 9:35;some classsic :))))?;0
LneaDw26bFvEGhYWZTzIRiff9BXME_JsdLXh4hiJEqo;Daniel Ebrey;;"sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall";1
z13vxnwwdxjqtlp5v04chjpw1waps5rrbqo0k;Punk 0utlaw;19/05/2015 6:14;This song is like an oreo, the black part is good but the white part is better?;0
z13zejcafsrodf5f522xgn0xzonselufv;Daniel Harding;07/05/2015 22:59;That guy charley of lost TV show?;0
LneaDw26bFvJWycbUHAiKy7i7L14RqXWenvvcJhwbQE;David Bottenberg;;subscribe to my channel  /watch?v=NxK32i0HkDs;1
LneaDw26bFsFwQBcbaeKWWcSsBB7EA1zRf2nBgT9NyY;Ashim Limbu;; HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.;1
z13zfhkhfzrpjhgku22ewbtj4quri3izo04;Amaral Shady 013;07/05/2015 22:43;Hello Brazil ??????????;0
z12msjqximryxdfz104cjhbhtw2ld5ipsh4;SIR JOHN;07/05/2015 2:28;EMINEM the best EVER.?;0
LneaDw26bFvn1m3oQLlCgsaxLcEy_eMQzcK9NAbyaew;M.E.S;;hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff;1
LneaDw26bFv4NFg1m91sL1Aq1p-2N06VweQT4vOwTqc;Ando Nesia - | MC | Music Producer;;"DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.";1
z12wvru4rzf5jx0wj04cgx5q1qi1w554ba0;Erin Williams;06/05/2015 17:19;Best. Song. EVER ???;0
LneaDw26bFsVQRSG0ecctIfRIn4Od1tJqvnhDwCNqbI;the34104;;check out eminem latest track survival if u didnt;1
LneaDw26bFu3RCmyrWyP9S6wh1h9dBv3X95g1HzKAb4;Dany PK;;SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE;1
LneaDw26bFsD65dtIvAEObWYIYnFTqQDKBek_Ypz3J8;SmexyFriedChicken;;Check out my videos guy! :) Hope you guys had a good laugh :D;1
LneaDw26bFuvs-8oWkLpAFa6g3QHpWD8k7sbbMP3Bg8;The Guy That's Done Everything;;3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!;1
z12hfp2wmyuqztkw504cgblyxtbsxjuzeow0k;Jesse Pinkman;06/05/2015 11:42;"Rihanna looks so beautiful with red hair ;)?";0
z13tsbc5vvn0hdozz04chjt51lq1cvris0k;Gaming Gaming;06/05/2015 10:56;857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!?;0
z12pgdhovmrktzm3i23es5d5junftft3f;lekanaVEVO1;22/07/2014 15:27;"i love this so much. AND also I Generate Free Leads on Auto Pilot &amp; You Can  Too! http://www.MyLeaderGate.com/moretraffic?";1
z13yx345uxepetggz04ci5rjcxeohzlrtf4;Pyunghee;27/07/2014 1:57;"http://www.billboard.com/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 Vote for SONES please....we're against vips....please help us.. &gt;.&lt;?";1
z12lsjvi3wa5x1vwh04cibeaqnzrevxajw00k;Erica Ross;27/07/2014 2:51;Hey guys! Please join me in my fight to help abused/mistreated animals! All  fund will go to helping pay for vet bills/and or helping them find homes! I  will place an extra emphasis on helping disabled animals, ones otherwise  would just be put to sleep by other animal organizations. Donate please. http://www.gofundme.com/Angels-n-Wingz?;1
z13jcjuovxbwfr0ge04cev2ipsjdfdurwck;Aviel Haimov;01/08/2014 12:27;http://psnboss.com/?ref=2tGgp3pV6L this is the song?;1
z13qybua2yfydzxzj04cgfpqdt2syfx53ms0k;John Bello;01/08/2014 21:04;Hey everyone. Watch this trailer!!!!!!!!  http://believemefilm.com?hlr=h2hQBUVB?;1
z12rw1o4zvidhdthz04cixxjssq5wzsrlpk0k;Nere Overstylish;02/08/2014 23:12;check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)?;1
z13xizvwrki2hf2ev22txvrp2ovcyf3zq04;Jayki L;03/08/2014 21:20;Subscribe pleaaaase to my instagram account , i'll subscribe back ?  http://instagram.com/cyrine_ghorbel?;1
z12ogvgbmre3eloah04ccjbpsmusxdxbwc0;djh3mi;06/08/2014 21:14;hey guys!! visit my channel pleaase (i'm searching a dream)?;1
z125efjyoyaxwhzhz04cgh4oaontcvvdc;Manuel Ortiz;07/08/2014 17:46;"Nice! http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&amp;sort=DD&amp;size=90&amp;csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&amp;dref=5094&amp;keyword=BDP&amp;store=EBOOK ?";1
z12is34ysrzoy3uwl04cctlxmrekjfuhvig;Mike Bennett;07/08/2014 19:40;http://www.twitch.tv/daconnormc?;1
z13ijjrgqqyqzfo2t23zfztbtlu4ghg5o04;Lil Misme;09/08/2014 3:01;Hey Guys this is Glamour Beauty! I just started my youtube channel please  go check it out! I'm going to post singing videos and also random videos  that I fell like! Please go to subscribe! More to come soon!. Remember to  subscribe!?;1
z122xxgxipvdzpovt22xjlyi5o3pebufp;Emilie;09/08/2014 20:12;Hey guys! My mom said if i got 100 subs before christmas I'll get a kitten  and I always have wanted an kitten so please watch my videos and if you  like it subscribe or like :) Please no mean comments?;1
z122hzpj5v3kgf5zu04chv4xaqalhdr4flw0k;Eduarda Ketrony;11/08/2014 1:43;"https://www.facebook.com/photo.php?fbid=543627485763966&amp;l=0d878a889c?";1
z12gu1fouyfqx3a5304chpdqbwm3dja4v2c;Jennika Chua;11/08/2014 13:38;"https://www.facebook.com/photo.php?v=4483179854075&amp;set=vb.1727483389&amp;type=2&amp;theater ?";1
z13jtfwiuwrvy1tng23gid4hesqwxl4cm;Artady;11/08/2014 16:27;"https://soundcloud.com/artady please check my stuff; and make some feedback?";1
z12bxv4olmv3j1i2w232y5awruz3i1rva;J STROMMER;11/08/2014 17:32;Take a break from Katie and help me reach 100 subscribers this month!  New  music and free downloads! ?;1
z13vendrur3zxdgkd22azzlzftn1vj3pp04;Evin Alshamas;12/08/2014 5:20;Subscribe me please?;1
z130s5kb0v3yjj3fp23zexx5iyuvv1js5;maddog1431;12/08/2014 18:38;Check out my covers I have a video coming out  please subscribe?;1
z123std54m2ozht10232efr5svb4vh0au04;MB LOVE;13/08/2014 3:04;Subscribe to My CHANNEL?;1
z123gzjyszflihgih04cdzeblxuifpxzbes;IbbyUchiha;15/08/2014 15:52;Hey guys. I am a very small YouTuber I upload videos nearly every single  day. I once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and I am pretty sure you wont regret visiting this channel. Thank you!?;1
z13ect4j2km1gnhhu04cdfmwnmbkvn45x20;Cléda Dimitri;16/08/2014 7:24;"http://www.rtbf.be/tv/emission/detail_the-voice-belgique/toutes-les-auditions/auditionDetail_?emissionId=3873&amp;id=342  Please join me to the voice Liked and shared it please to win more audition  score. Thanks so much?";1
z12ddjvqypyusrssu22ewddagoagu1k2v;WeMuckAround;16/08/2014 20:59;katy perry will u sit on my face please. it would be really awesome and  i'll give you 5 dollars. ok if you want to do this then please call me and  subscribe to my channel first ok thats good and then u sit on my face and  ill get an erection then you sit more k??;1
z123uflrqpqwzvhts23pfr3jht3ue1kaf04;Mike Music;18/08/2014 14:24;"iS IN TOP 10 , IN YOUTUBE TOP VIEWS , ON 9 IS MILEY CYRUS: http://www.google.ro/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;ved=0CB8QFjAA&amp;url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_most_viewed_YouTube_videos&amp;ei=OQ3yU9DWC8L4yQOYo4GoAw&amp;usg=AFQjCNGKM-Idplal6kuVKoEkVgdTT2jVLQ&amp;sig2=OnqZzad3q3CmNBe9nml4gA&amp;bvm=bv.73231344,d.bGQ&amp;cad=rja ?";1
z13iupjoosrpzlm5v04cf32q4oqizvsbkdo;Jack Other;18/08/2014 18:05;"http://www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7?s=digital-text&amp;%3Bie=UTF8&amp;%3Bqid=1408122684&amp;%3Bsr=1-7&amp;%3Bkeywords=knight&amp;tag=wattpad-20     some people are very talented but some are more talented but there is no  sponsor?";1
z120s1agtmmetler404cifqbxzvdx15idtw0k;Sheila Cenabre;19/08/2014 12:33;I really love this video.. http://www.bubblews.com/account/389088-sheilcen?;1
z131ynbp4yepzvz4304cj5ly3oyietfpbj0;Soundhase;19/08/2014 18:59;"Hi Guys! check this awesome EDM &amp; House mix :) thanks a lot..  https://soundcloud.com/soundhase/edm-house-mix-2?";1
z13zxxtwurq5cxuiz04cc5xapsypshtipdo;Elle xox;20/08/2014 2:55;Hiya?? I just started YouTube and it would mean a lot if some of you could  subscribe and watch my first video?xx?;1
z13fwnbh5qusx1olr23bcfgjbxiljjv4u04;Flynn Rider;20/08/2014 19:04;Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00?;1
z12mvbxwqoz1hlhay04cfnuzfxuwdx1pj54;Charles Baptist;20/08/2014 20:18;Help Please!!  http://www.gofundme.com/RJanimalcare?;1
z13ccdmpbuuqc32bf04cj3xrcrrjsxozwtk0k;phemion23;21/08/2014 10:25;http://www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar    download and  make money today ?;1
z12qvlsqppeeyt3gp04cchwaivz4f54bbho;anne baba;21/08/2014 21:59;"http://www.ebay.com/itm/131275322914?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ?";1
z12jenlhyre0eheyx04ch1aquxfdsvgpd44;Special Pentrutine;22/08/2014 4:50;"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;?";1
z131tjkgdtvpxzx1i23gctyj5rrluhsvy;zeynep saka;23/08/2014 5:58;I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX?;1
z12jzv45snjidxmb004ch3qaotakv1xx50w;sleman zezo;23/08/2014 20:28;https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ?;1
z13nuzezjmfpcjqzm04cftuaxpb3gjmxevw0k;MarianMusicChannel;24/08/2014 3:57;Hello! I'm Marian, I'm a singer from Venezuela! I was part of a boy-girl band named cubik, and I'm now singing on my own  'cause I wanted to play my own pop and pop-rock songs.  It would mean a lot if you could have a look at my channel to check my  music and watch my new video!! and if u like, subscribe to it! XOXO THANKS!!  PS: if you like a lot my channel, you can share it with your friends!!  Haha!! LOL MARIAN?;1
z121tz2zhzjgercem23yttsqvnuijljql04;Daniel Korp;24/08/2014 17:17;"katy perry does remind me of a tiger,like as if its her spirit animal :3 &lt;3?";0
z13hyv0ixuavuliyt04cix1j5t3qgpggce4;Paul Hannam;25/08/2014 5:37;In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.?;0
z124czqqpmefyrxa204cd5jgrwqoctipvuo0k;Miguel Del Valle;26/08/2014 2:44;http://9gag.com/gag/aAVpwj9/ =)?;1
z131zf0iwvjihbgp404cjtkqvzrbibkprjs;DicesMusic .;27/08/2014 9:30;ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807?;1
z13cyh3gowyyxlotr23vsplhbt23hbmwy04;Angie Sivrikozi;27/08/2014 21:12;Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D?;0
z13lhdo5vnyndj3p304cjjs4zze3sldrqbg;Mai Nguy?n;28/08/2014 3:53;help me click on the subscribe Mai Nguyen, thank you?;1
z13zexz55xnnfbqnz224v1c5gziuczqno;Ach raf;29/08/2014 2:10;even without make up she is still  hot     http://uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg ?;1
z13cwrzyolf1zh4v023ctteams25hldf5;Zain Hassan;29/08/2014 19:00;Thanks to this video we know that Nokia phones can survive a plane crash.?;0
z12ntdriqpfni1mtf23zwb0b0p34fnyak04;Frank co;30/08/2014 11:00;http://www.bubblews.com/news/6401116-vps-solutions?;1
z134ub2pemn1jjarh04cdb14yqagxpqy1e4;Rusty Cohle;30/08/2014 15:22;The TREU DETECTIVE alternate ending! __ http://www.funnyordie.com/videos/d15fb87973/true-defectives?;1
z133sbv5xomtsp44k04cinywcr3sedjqekc0k;ocean pacific;30/08/2014 23:08;The new Makeup Transformation with Integrated Look-A-Like Feature now  available in Ver 1.13! Do you know who you look like? Install or update  your version of Makeup Transformation  https://play.google.com/store/apps/details?id=com.yourelink.makeuptransformation  or visit Google Play.?;1
